google_place_id,google_name,google_address,google_phone,google_geoid,yelp_id,yelp_name,yelp_address,yelp_phone,yelp_geoid,similarity_score,match_confidence,pass_number,reviewer_decision,reviewer_notes
ChIJ9W-a1i-2RIYRs4XLSDf8wHI,East Communities YMCA,"5315 Ed Bluestein Blvd, Austin, TX 78723, USA",(512) 933-9622,48453002108,QLPscQ3jISQhyXHkawbiKw,YMCA east Communities,5315 Ed Bluestein Blvd,15129339622,48453002108,,exact_phone_conflict,1,rejected_yelp_duplicate,same business - informal name variant
ChIJe5D78l-3RIYRPmrA68S_Mbg,Uroko,"1023 Springdale Rd Bldg 1 Suite C, Austin, TX 78721, USA",(512) 520-4004,48453002111,APIwyhf7gtW9ZBmnUVBpJg,Uroko,1023 Springdale Rd,15125204004,48453002111,,exact_phone_conflict,1,confirmed,exact name + address match
ChIJ9clahH62RIYROKhOhr1-x_k,7-Eleven,"863 Airport Blvd, Austin, TX 78702, USA",(512) 385-0821,48453002111,aUCvtmP_nJQwzzxYZHRmtw,7-Eleven,863 Airport Blv,15123850821,48453002111,,exact_phone_conflict,1,confirmed,exact name + address match
ChIJ9clahH62RIYROKhOhr1-x_k,7-Eleven,"863 Airport Blvd, Austin, TX 78702, USA",(512) 385-0821,48453002111,VMHHk-ZXzU1ZsW9PxXNf9g,Quix Food Store,863 Airport Blvd,15123850821,48453002111,,exact_phone_conflict,1,rejected_shared_phone,Quix Food Store is prior tenant or gas brand at same address
ChIJX0tpNYq2RIYRjivDKUtfVpQ,State Surplus Store,"6506 Bolm Rd, Austin, TX 78721, USA",(512) 463-1990,48453002111,FExB42V48RJeluUhAwJO2w,State Surplus Store,6506 Bolm Rd,15124631990,48453002111,,exact_phone_conflict,1,confirmed,exact name + address match
ChIJ-ysp0xjZkC8RqiF7qTAN0cQ,The Meltdown,"7619 E Ben White Blvd, Austin, TX 78741, USA",(512) 389-0013,48453002320,xxd9I-nw1m_WmjBVlc3htg,Denny's,7619 E Ben White Boulevard,15123890013,48453002320,,exact_phone_conflict,1,rejected_shared_phone,Dennys is prior tenant at this address - location history
ChIJ-ysp0xjZkC8RqiF7qTAN0cQ,The Meltdown,"7619 E Ben White Blvd, Austin, TX 78741, USA",(512) 389-0013,48453002320,xnvcGBVcRw5HsOEbD42PeQ,The Burger Den,7619 E Ben White Blvd,15123890013,48453002320,,exact_phone_conflict,1,rejected_shared_phone,The Burger Den is prior tenant at this address - location history
ChIJ-ysp0xjZkC8RqiF7qTAN0cQ,The Meltdown,"7619 E Ben White Blvd, Austin, TX 78741, USA",(512) 389-0013,48453002320,pp3X42pL9CUfkJHFQLdmIw,The Meltdown,7619 E Ben White Blvd,15123890013,48453002320,,exact_phone_conflict,1,confirmed,current business name matches Google record
ChIJdWsDBb21RIYRnKeDW6sN0D8,Pueblo Viejo Riverside,"2410 E Riverside Dr Ste. H-8, Austin, TX 78741, USA",(512) 305-3448,48453002326,f3fl1UNbjk7WDM6gIFgVzg,Pueblo Viejo Riverside,2410 E Riverside Dr,15123053448,48453002326,,exact_phone_conflict,1,confirmed,full name match including Riverside location identifier
ChIJdWsDBb21RIYRnKeDW6sN0D8,Pueblo Viejo Riverside,"2410 E Riverside Dr Ste. H-8, Austin, TX 78741, USA",(512) 305-3448,48453002326,Qn375GaXRU_6OCcD2z_uSw,Pueblo Viejo,2410 E Riverside Dr,15123053448,48453002326,,exact_phone_conflict,1,rejected_yelp_duplicate,same business - Pueblo Viejo is shortened name variant
ChIJu96UVvy0RIYRCPxWa4TSr6o,Home Slice Pizza,"1415 S Congress Ave, Austin, TX 78704, USA",(512) 444-7437,48453001312,1Eq16r_MSnvPsnIykBdy9w,Home Slice Pizza,1415 S Congress St,15124447437,48453001312,,exact_phone_conflict,1,confirmed,name + address match - original Home Slice location at 1415
ChIJu96UVvy0RIYRCPxWa4TSr6o,Home Slice Pizza,"1415 S Congress Ave, Austin, TX 78704, USA",(512) 444-7437,48453001312,TO54OXfj7o97Na9WDTPsZg,More Home Slice Pizza,1421 S Congress Ave,15124447437,48453001312,,exact_phone_conflict,1,rejected_shared_phone,"More Home Slice is separate annex next door at 1421 - shared phone, different business"
ChIJZUZl7hG1RIYRz8D51c_0nN8,The Collective ATX,"1100 S Lamar Blvd #2135, Austin, TX 78704, USA",(512) 712-4999,48453001312,OXt0Kh7SXOvy8gH4gLtNVA,The Collective ATX,1100 S Lamar Blvd,15127124999,48453001312,,exact_phone_conflict,1,confirmed,exact name + address match
ChIJAw0QGh-1RIYRsF0FoFZ6-8Y,Rising Sun Automotive,"1001 S Lamar Blvd, Austin, TX 78704, USA",(512) 443-4122,48453001312,VQf1qvJKXjk5sb2N9QPKBg,Rising Sun Automotive,1001 S Lamar Blvd,15124434122,48453001312,,exact_phone_conflict,1,confirmed,exact name match
ChIJAw0QGh-1RIYRsF0FoFZ6-8Y,Rising Sun Automotive,"1001 S Lamar Blvd, Austin, TX 78704, USA",(512) 443-4122,48453001312,e9kR7W02-IKfmSXpXjM5Kw,Rising Sun Japanese Auto Service,1001 S Lamar Blvd,15124434122,48453001312,,exact_phone_conflict,1,rejected_yelp_duplicate,same business - Rising Sun Japanese Auto Service is expanded name variant
ChIJYSbJid-0RIYRs7Ep4nR9JAU,Sam's Auto Care,"1602 S Lamar Blvd #2925, Austin, TX 78704, USA",(512) 444-4777,48453001312,XsS-Azjn4AfjY2KLNi-gVw,Sam's Auto Care,1602 S Lamar Blvd,15124444777,48453001312,,exact_phone_conflict,1,confirmed,exact name + address match
ChIJ21g5Zvu0RIYR4G_h0Ixzb78,Hi-Tech Automotive,"1801 S Congress Ave, Austin, TX 78704, USA",(512) 441-1933,48453001312,oYV9xWjGASFuHMzyD7zvpQ,Hi-Tech Automotive,1801 S Congress Ave,15124411933,48453001312,,exact_phone_conflict,1,confirmed,exact name + address match
ChIJS6uC-h-1RIYRQYw3zZOuq0o,7-Eleven,"1403 S Lamar Blvd, Austin, TX 78704, USA",(512) 707-2550,48453001312,kmXLDK_Cf3HODKgBp3IfKQ,7-Eleven,1403 S Lamar Blvd,15127072550,48453001312,,exact_phone_conflict,1,confirmed,exact name + address match
ChIJS6uC-h-1RIYRQYw3zZOuq0o,7-Eleven,"1403 S Lamar Blvd, Austin, TX 78704, USA",(512) 707-2550,48453001312,By6pSgZol3Eki4XZQ3jWxw,Texaco,1403 S Lamar Blvd,15127072550,48453001312,,exact_phone_conflict,1,rejected_shared_phone,Texaco is gas brand at same address - different business entity
ChIJ01xiAA-1RIYR37-zBPAuyII,More Home Slice Pizza,"1421 S Congress Ave, Austin, TX 78704, USA",(512) 444-7437,48453001401,1Eq16r_MSnvPsnIykBdy9w,Home Slice Pizza,1415 S Congress St,15124447437,48453001401,,exact_phone_conflict,1,rejected_shared_phone,"Home Slice at 1415 is separate original location - shared phone, different business"
ChIJ01xiAA-1RIYR37-zBPAuyII,More Home Slice Pizza,"1421 S Congress Ave, Austin, TX 78704, USA",(512) 444-7437,48453001401,TO54OXfj7o97Na9WDTPsZg,More Home Slice Pizza,1421 S Congress Ave,15124447437,48453001401,,exact_phone_conflict,1,confirmed,name + address match - More Home Slice annex at 1421
ChIJbYFGMjK1RIYRwRvXqIg6X_s,QuikTrip,"4402 S Congress Ave, Austin, TX 78745, USA",(512) 671-5017,48453002403,dSfwkDGohxGmE4Z2u_PxCw,QuikTrip,4402 S Congress Ave,15126715017,48453002403,,exact_phone_conflict,1,confirmed,exact name + address match
ChIJiR2dTJC0RIYRabwwc2DZrzc,Walmart Supercenter,"710 E Ben White Blvd, Austin, TX 78704, USA",(512) 443-6601,48453002403,cXqnluUz8nXzGY4SE2kWlw,Walmart Supercenter,710 E Ben White Blvd,15124436601,48453002403,,exact_phone_conflict,1,confirmed,exact name + address match
ChIJiR2dTJC0RIYRabwwc2DZrzc,Walmart Supercenter,"710 E Ben White Blvd, Austin, TX 78704, USA",(512) 443-6601,48453002403,x9zevhAftOJZTzmEI_QQEw,Walmart Garden Center,710 E Ben White Blvd,15124436601,48453002403,,exact_phone_conflict,1,rejected_yelp_duplicate,Walmart Garden Center is a department within Walmart - not a separate business
ChIJ6Vcgs3LMRIYRtbeRBMO_z84,Nordstrom,"3111 Palm Way, Austin, TX 78758, USA",(512) 605-4900,48453045400,EAG68qtBvBBhdJVCUjlEsg,Nordstrom Domain Northside,3111 Palm Way,15126054900,48453045400,,exact_phone_conflict,1,confirmed,name match - Domain Northside is location qualifier
ChIJ6Vcgs3LMRIYRtbeRBMO_z84,Nordstrom,"3111 Palm Way, Austin, TX 78758, USA",(512) 605-4900,48453045400,3WeV6G79re6WOBzVodW-bQ,Space NK Apothecary London at Nordstrom Domain Northside,3111 Palm Way,15126054900,48453045400,,exact_phone_conflict,1,rejected_yelp_duplicate,Space NK is a concession inside Nordstrom - not a separate business
ChIJzzh8AYbMRIYRiorM_bZ2HRA,Johnson Fitness & Wellness Store,"10900 Research Blvd #200b, Austin, TX 78759, USA",(512) 345-2333,48453030800,2ikAC0NBJpc43tnvfr7ebg,Johnson Fitness & Wellness Store,10900 Research Blvd,15123452333,48453030800,,exact_phone_conflict,1,confirmed,exact name + address match
ChIJxbeDlIDLRIYROilERP-iesw,The Arboretum,"10000 Research Blvd, Austin, TX 78759, USA",(512) 338-4755,48453030800,CRsIi2lNdBytSE9JEqzRFg,The Arboretum,10000 Research Blvd,15123384755,48453030800,,exact_phone_conflict,1,confirmed,exact name + address match
ChIJxbeDlIDLRIYROilERP-iesw,The Arboretum,"10000 Research Blvd, Austin, TX 78759, USA",(512) 338-4755,48453030800,t7HLD3GRs0H18IQBahykdw,Gateway Shopping Centers,9607 Research Blvd,15123384755,48453030800,,exact_phone_conflict,1,rejected_shared_phone,Gateway Shopping Centers is property management company - different entity at different address
ChIJwzZaorK1RIYRHzQ3yLeetik,Bread Basket Holly,"1514 Holly St, Austin, TX 78702, USA",(512) 474-2077,48453000902,ly4iEhZsVXX-EB2H16m37A,Bread Basket #1,2228 E Cesar Chavez St,15124720631,48453000902,75,fuzzy_review_pending,2,rejected_low_confidence,same chain different locations - different address and phone confirm separate businesses
ChIJtzoBbtrJRIYRqN8yslHYcxY,Dollar General,"6729 Manor Rd, Austin, TX 78723, USA",(737) 212-9895,48453002108,sBOW-7PEKp0n2StPyRzxcg,Dollar General,5000 Springdale Rd,17374005380,48453002108,100,fuzzy_review_pending,2,rejected_low_confidence,score=100 name tie but different addresses (6729 Manor vs 5000 Springdale) and different phones - two separate Dollar General locations
ChIJ9a5Gjme0RIYRIBRylfL5gcA,World Finance,"2121 E Oltorf St Ste 8-A, Austin, TX 78741, USA",(512) 804-2854,48453002326,uPT5EnGcwKfil1BpRmas0A,B & W Finance,2410 E Riverside Dr,15124776369,48453002326,75,fuzzy_review_pending,2,rejected_low_confidence,different business names and different addresses - not the same business
ChIJUVsc15W0RIYR2QrBZB052Hg,Newman's Automotive,"3916 Woodbury Dr, Austin, TX 78704, USA",(512) 447-7801,48453001312,CyONzPV1WmE-LHQQKxNQCg,Downtown Automotive,1109 S Lamar Blvd,15123262698,48453001312,75.67567567567568,fuzzy_review_pending,2,rejected_low_confidence,different business names and different addresses - not the same business
ChIJfadJcDFLW4YRTXGMvist_y8,LA Fitness,"4001 S Lamar Blvd, Austin, TX 78704, USA",(512) 652-5779,48453001312,QAN_egi9n7MQ583GiV94ow,Maza Fitness,2038 S Lamar Blvd,19565514058,48453001312,81.81818181818181,fuzzy_review_pending,2,rejected_low_confidence,different business names and different addresses - not the same business
ChIJ80i_rdO0RIYRjCZLgstsFqU,FIT Austin,"2119 Goodrich Ave, Austin, TX 78704, USA",(512) 648-4869,48453001312,LxnTSDp86q7gIICXWKe_Xg,Fit4Mom Austin,,15124133098,48453001312,83.33333333333334,fuzzy_review_pending,2,rejected_low_confidence,"different business names - FIT Austin is a gym, Fit4Mom is a fitness franchise for moms"
ChIJiVvNKZi0RIYRZHOC01aytYs,Spicy Boys Fried Chicken - South Austin,"440 E St Elmo Rd G-2, Austin, TX 78745, USA",,48453002403,uSQm8Fz5-xIZwcbv1gll8g,Spicy Boys Fried Chicken,440 E St Elmo Rd,,48453002403,78.68852459016394,fuzzy_review_pending,2,confirmed,"same business - South Austin is location qualifier, same address, both phones blank"
ChIJl7xxgie1RIYRL0bu9vVUvvc,Patty Palace - St. Elmo,"439 Industrial Blvd, Austin, TX 78745, USA",,48453002403,DWBexEbwGD9QtM41iPCi9w,Patty Palace,439 Industrial Blvd,,48453002403,75,fuzzy_review_pending,2,confirmed,"same business - St Elmo is location qualifier, exact address match 439 Industrial Blvd"
ChIJp9PDkTNNW4YRsTIZuWdeLFA,Tejas Birria- Austin,"511 Industrial Blvd, Austin, TX 78745, USA",,48453002403,fLZBVvySAikvph35ovAJaQ,Tejas Birria,511 Industrial Blvd,,48453002403,77.41935483870968,fuzzy_review_pending,2,confirmed,"same business - Austin is location qualifier, exact address match 511 Industrial Blvd"
ChIJHbNMcKu0RIYR9B322UPQbAc,Elisa beauty salon,"730 W Stassney Ln, Austin, TX 78745, USA",(512) 394-5400,48453002403,gKMSxAGGapmulOmRmDkw8Q,Jimmys Beauty Salon,4403 S Congress Ave,,48453002403,81.08108108108108,fuzzy_review_pending,2,rejected_low_confidence,different business name and different address - Jimmys Beauty Salon is not Elisa beauty salon
ChIJHbNMcKu0RIYR9B322UPQbAc,Elisa beauty salon,"730 W Stassney Ln, Austin, TX 78745, USA",(512) 394-5400,48453002403,bPc4muSlkHpv00gOHQ5LMQ,Janie's Beauty Salon,4360 S Congress Ave,15124434143,48453002403,81.08108108108108,fuzzy_review_pending,2,rejected_low_confidence,different business name and different address - Janies Beauty Salon is not Elisa beauty salon
ChIJnU1GIpe0RIYRvQDmPd-ZQIo,Ben White Automotive,"6401 S 1st St suite E, Austin, TX 78745, USA",(737) 264-6266,48453002403,XPqhf7uifDzjArRQEQIINw,Best Automotive,5409 Wasson Rd,15124470447,48453002403,80,fuzzy_review_pending,2,rejected_low_confidence,different business names and different addresses - not the same business
ChIJL_jXUoLMRIYRBMm1Y9nXShg,Knotty Deck & Bar,"9721 Arboretum Blvd, Austin, TX 78759, USA",(512) 343-2626,48453030800,OGM-brmcgPlj6yQsaCwvvQ,Knotty Deck Kitchen & Bar,9721 Arboretum Blvd,15127956100,48453030800,78.94736842105263,fuzzy_review_pending,2,confirmed,"same business - Kitchen is the only name difference, exact address match 9721 Arboretum Blvd"
ChIJiX-dNBvLRIYRVjX5VXSGUkY,TIAA Financial Services,"9600 Great Hills Trail Suite 150W, Office 104, 110, 111, 115, 124, Austin, TX 78759, USA",(866) 842-2952,48453030800,mlhF-18WbSWdyaSBZ8cyxw,TIAA Financial Services,9600 Great Hills Trail,,48453030800,100,fuzzy_review_pending,2,confirmed,exact name + address match - keeping first instance
ChIJiX-dNBvLRIYRVjX5VXSGUkY,TIAA Financial Services,"9600 Great Hills Trail Suite 150W, Office 104, 110, 111, 115, 124, Austin, TX 78759, USA",(866) 842-2952,48453030800,LB6KpbzjcTqEPRIt9CmwFA,TIAA Financial Services,9600 Great Hills Trail,,48453030800,100,fuzzy_review_pending,2,rejected_yelp_duplicate,same business same row as above - duplicate review queue entry for same pair
ChIJlcJf8oPMRIYRFaSDQ6WClbg,Great Hills Market,"9828 Great Hills Trl, Austin, TX 78759, USA",,48453030800,fOR9OQ56MlndhAsphb802Q,Great Hills,10610 Morado Cir,15123469366,48453030800,75.86206896551724,fuzzy_review_pending,2,rejected_low_confidence,"different businesses confirmed - one is an apartment complex, other is a store"
ChIJEewlp161RIYRmu7IzaZSt2E,Service Loans,"2121 E Oltorf St Suite 12-a, Austin, TX 78741, USA",(512) 462-0660,48453000803,5W-ZhlPlF2F9L-7Gy5CETw,Limon's Road Service,414-D Thompson Ln,15122474040,48453002321,75,fuzzy_review_pending_cross_tract,3,rejected_low_confidence_cross_tract,different business names and different addresses
ChIJ0T8L0cq1RIYRhD9G_oYfCyI,Blackbird,"701 Tillery St Unit B3, Austin, TX 78702, USA",(512) 823-1795,48453000804,h9LhqoLBGTBZwYBATn-i4w,Blackbird Music,,17034731604,48453000804,75,fuzzy_review_pending_cross_tract,3,confirmed,"confirmed by local knowledge - same business, Music is dropped from common name"
ChIJBZaFh3DJRIYRAodTYz3KOao,World Finance,"825 E Rundberg Ln Suite K2, Austin, TX 78753, USA",(512) 873-8977,48453000803,uPT5EnGcwKfil1BpRmas0A,B & W Finance,2410 E Riverside Dr,15124776369,48453002326,75,fuzzy_review_pending_cross_tract,3,rejected_low_confidence_cross_tract,different business names and different addresses
ChIJaQRnIFm1RIYRmnphA-DwzGk,Barry's Austin,"408 W 2nd St, Austin, TX 78701, USA",(512) 368-8806,48453000803,qu8W2-HCzKM6PxOdsdWagw,Belara Austin,1500 Crossing Pl,15128839712,48453002326,76.92307692307692,fuzzy_review_pending_cross_tract,3,rejected_low_confidence_cross_tract,different business names and different addresses
ChIJlakEGF7LRIYRieAOnJc_gR8,World Finance,"8760A Research Blvd, Austin, TX 78758, USA",(512) 975-2069,48453002108,uPT5EnGcwKfil1BpRmas0A,B & W Finance,2410 E Riverside Dr,15124776369,48453002326,75,fuzzy_review_pending_cross_tract,3,rejected_low_confidence_cross_tract,different business names and different addresses - same B&W Finance Yelp record appearing again
ChIJt5W6Dzm1RIYRlQwBSZldC5o,Chente’s tacos,"6310 E Ben White Blvd, Austin, TX 78741, USA",(512) 542-4698,48453002320,nAIyrmWFktRCbrm6_Z7oCg,Pinches Tacos,1405 E 7th St,,48453000804,76.92307692307692,fuzzy_review_pending_cross_tract,3,rejected_low_confidence_cross_tract,different business names and different addresses
ChIJt5W6Dzm1RIYRlQwBSZldC5o,Chente’s tacos,"6310 E Ben White Blvd, Austin, TX 78741, USA",(512) 542-4698,48453002320,IHVluPs_KKEIqX2UUFQDYg,Cuantos Tacos,1108 E 12th St,15129050533,48453000803,76.92307692307692,fuzzy_review_pending_cross_tract,3,rejected_low_confidence_cross_tract,different business names and different addresses
ChIJPfpA0-q0RIYRBXwI0zuHRCA,Calderon Auto Repair,"3500 S Congress Ave, Austin, TX 78704, USA",(512) 667-8636,48453001312,J1lKT-SKXGyN5JcjI1PV2Q,Cheshier Auto Repair,4703 S Congress Ave,15124424817,48453002403,75,fuzzy_review_pending_cross_tract,3,rejected_low_confidence_cross_tract,different business names and different addresses
ChIJ93MQ3KZMW4YR3f5wEK7m69s,Austin's Automotive Specialists,"1417 W William Cannon Dr, Austin, TX 78745, USA",(512) 440-8878,48453001312,9wpxZUbVG1N7RXq3b0e3xA,Quality Automotive of Austin,1602 S Lamar Blvd,15124413737,48453001312,75.86206896551724,fuzzy_review_pending_cross_tract,3,rejected_low_confidence_cross_tract,different business names and different addresses
ChIJv_pqj73LRIYRAL-vjIh_BS4,Tech One Automotive,"8601 Burnet Rd, Austin, TX 78757, USA",(512) 690-4774,48453030800,gNF3AGX3I08AAi8c3z5YEg,JT Automotive,,17377014978,48453030800,75,fuzzy_review_pending_cross_tract,3,rejected_low_confidence_cross_tract,different business names and different addresses
ChIJ6Vcgs3LMRIYRtbeRBMO_z84,Nordstrom,"3111 Palm Way, Austin, TX 78758, USA",(512) 605-4900,48453030800,a8Qb26kEqGfHJsGjUuDe8w,Nordstrom Rack,9607 Research Blvd,15126516180,48453030800,78.26086956521739,fuzzy_review_pending_cross_tract,3,rejected_low_confidence_cross_tract,Nordstrom and Nordstrom Rack are distinct retail chains - different addresses confirm separate locations
ChIJHZyrfXLMRIYR2b2cyR2YciY,Domain NORTHSIDE,"11821 Rock Rose Ave, Austin, TX 78758, USA",(512) 758-7937,48453030800,oQzKfPbKEw-TY8gURqKihw,Nike Domain Northside,11600 Rock Rose Ave,15122154130,48453045400,86.48648648648648,fuzzy_review_pending_cross_tract,3,rejected_low_confidence_cross_tract,"Domain NORTHSIDE is the shopping center - Nike is a tenant store, not the same entity"
ChIJHZyrfXLMRIYR2b2cyR2YciY,Domain NORTHSIDE,"11821 Rock Rose Ave, Austin, TX 78758, USA",(512) 758-7937,48453030800,djBj4p4qkIILaaGhCy0pVg,YETI Domain Northside,11624 Rock Rose Ave,15128286544,48453045400,86.48648648648648,fuzzy_review_pending_cross_tract,3,rejected_low_confidence_cross_tract,"Domain NORTHSIDE is the shopping center - YETI is a tenant store, not the same entity"
